model,entry_id,error_reason_type,error_reason_description,error_turn_id
gemini-2.0-flash-exp-FC,multi_turn_base_189,Failed to Understand Function Documentation,The model failed to utilize the 'get_flight_cost' and 'book_flight' functions to complete the booking process as per the user's request.,0
gemini-2.0-flash-exp-FC,multi_turn_base_190,No Failure,No Failure Occurs,-1
gemini-2.0-flash-exp-FC,multi_turn_base_191,Failed to Understand User's Request,"The model failed to verify the user's personal details by not calling the 'verify_traveler_information' function, instead asking for the full passport number, which was already provided.",0
gemini-2.0-flash-exp-FC,multi_turn_base_192,No Failure,No Failure Occurs,-1
gemini-2.0-flash-exp-FC,multi_turn_base_193,No Failure,No Failure Occurs,-1
gemini-2.0-flash-exp-FC,multi_turn_base_194,Failed to Understand User's Request,"The model failed to execute the user's request to book a flight using the provided access token and card ID, despite having the necessary information.",1
gemini-2.0-flash-exp-FC,multi_turn_base_195,Failed to Understand Environment State,"The model booked a flight without first checking the cost, leading to a discrepancy in the final state balance and booking details.",0
gemini-2.0-flash-exp-FC,multi_turn_base_196,Failed to Understand User's Request,"The model resolved the ticket without first retrieving its details, which was necessary to ensure the correct resolution process.",4
gemini-2.0-flash-exp-FC,multi_turn_base_197,Failed to Understand User's Request,"The model failed to proceed with purchasing travel insurance and retrieving the invoice, despite having the necessary booking ID provided in the initial user request.",0
gemini-2.0-flash-exp-FC,multi_turn_base_198,Failed to Understand User's Request,"The model attempted to cancel a booking without first making a booking, leading to an error due to a non-existent booking ID.",0
gemini-2.0-flash-exp-FC,multi_turn_base_199,Failed to Understand Function Documentation,"The model booked the flight without first checking the cost using the 'get_flight_cost' function, leading to an incorrect booking cost.",0
